# times = 0.25 0.75 1.25 1.75 2.25 2.75 3.25 3.75 4.25 4.75 5.25 5.75 6.25 6.75 7.25 7.75 8.25 8.75 9.25 9.75 10.25 10.75 11.25 11.75 12.25 12.75 13.25 13.75 14.25 14.75 15.25 15.75 16.25 16.75 17.25 17.75 18.25 18.75 19.25 19.75 20.25 20.75 21.25 21.75 22.25 22.75 23.25 23.75 24.25 24.75 25.25 25.75 26.25 26.75 27.25 27.75 28.25 28.75 29.25 29.75 30.25 30.75 31.25 31.75 32.25 32.75 33.25 33.75 34.25 34.75 35.25 35.75 36.25 36.75 37.25 37.75 38.25 38.75 39.25 39.75 40.25 40.75 41.25 41.75 42.25 42.75 43.25 43.75 44.25 44.75 45.25 45.75 46.25 46.75 47.25 47.75 48.25 48.75 49.25 49.75 50.25 50.75 51.25 51.75 52.25 52.75 53.25 53.75 54.25 54.75 55.25 55.75 56.25 56.75 57.25 57.75 58.25 58.75 59.25 59.75 60.25 60.75 61.25 61.75 62.25 62.75 63.25 63.75 64.25 64.75 65.25 65.75 66.25 66.75 67.25 67.75 68.25 68.75 69.25 69.75 70.25 70.75 71.25 71.75 72.25 72.75 73.25 73.75 74.25 74.75 75.25 75.75 76.25 76.75 77.25 77.75 78.25 78.75 79.25 79.75 80.25 80.75 81.25 81.75 82.25 82.75 83.25 83.75 84.25 84.75 85.25 85.75 86.25 86.75 87.25 87.75 88.25 88.75 89.25 89.75 90.25 90.75 91.25 91.75 92.25 92.75 93.25 93.75 94.25 94.75 95.25 95.75 96.25 96.75 97.25 97.75 98.25 98.75 99.25 99.75
# Synthetic EXPERIMENTAL SOP spectra for COMSOL_radial_T_100pulses_20umFWHM.txt
#   pinhole radius R = 15 um, gate = 0.5 us, noise = 2%
#   source: 20 um FWHM, 100 pulses at 1 us, alpha = 2e-05 m^2/s
#   columns: wavelength_nm, then intensity (arb.) per time (us)
560,1.15637e-06,1.01779e-08,0.00255856,0.0502035,0.0801577,0.348545,0.648953,1.27652,2.64296,3.33707,6.98326,7.43524,15.072,14.202,26.59,24.2864,49.2126,19.2161,69.1259,57.9048,98.9205,79.8622,137.066,107.001,177.289,143.955,230.58,180.858,286.129,223.305,349.404,276.932,424.313,332.869,510.179,401.9,558.481,473.588,636.376,523.668,730.772,604.357,836.577,689.528,934.124,776.1,1023.98,814.303,1128.07,938.192,1279.14,999.147,1400.79,1132.9,1498.92,1257.69,1628.38,1351.35,1742.97,1408.11,1859.72,1296.33,1934.94,1659.44,2113.45,1718.27,2268.96,1846.57,2387.67,1983.61,2490.6,2082.64,2684.6,2275.66,2786.61,2288.93,2882.13,2475.77,3173.8,2601.93,3271.68,2822.67,3460.11,2828.86,3560.66,2942.82,3650.79,3171.1,3927.74,3190.49,3964.8,3348.6,4093.67,3512.99,4359.56,3696.75,4397.18,3723.23,4673.58,4078.58,4818.71,4108.67,5144.85,4179.94,4974.96,4370.48,5269.53,4416.03,5362.89,4768.3,5536.07,4913.42,5719.12,4890.57,5824.12,5203.63,5947.46,5216.75,6218.82,5503.62,6578.83,5784.87,6703.54,5773.29,6680.19,5908.17,6897.44,5897.17,7046.33,6128.79,7044.78,6328.33,7208.67,6597.4,7690.54,6700.99,7662.09,6690.44,7832.89,6785.69,7896.37,7313.95,8038.48,7005.2,8369.93,7159.42,8734.17,7504.07,8768.05,7826.56,8815.17,7928.74,9130.98,7866.09,9119.67,7861.13,9259.02,7886.46,9298.03,8284.15,9474.49,8404.43,9908.37,8774.58,10079.7,8595.19,9840.04,9079.01,10261.2,8899.26,10352.2,8959.13,10193,9512.29,10497.7,9679.74,11229.6,9596.11,10952.6,9749.02,11088.4,10052,11578.2,9787.52,11284.6,10083.9,11708.5,10794.9,11630,10583.5,12193.2,10286,11733.4,10477.3,12592.5,10973,12421.2,11281.4,12488.3,10551
560.927,1.18185e-06,1.09801e-08,0.00259864,0.0509485,0.0829554,0.346582,0.634421,1.28244,2.63305,3.51131,7.00332,7.57001,15.2162,14.4445,27.4838,24.8179,49.3866,19.2732,67.4714,56.4872,100.142,81.6244,131.826,112.477,178.429,146.723,225.154,186.898,277.163,224.561,338.088,269.583,404.399,320.924,489.203,396.508,563.328,464.193,648.469,524.887,750.35,593.314,836.687,677.351,923.434,750.221,1031.43,857.487,1155.56,935.235,1287.29,1040.04,1419.42,1126.64,1492.91,1235.91,1588.91,1335.61,1776.39,1443.86,1841.48,1276.5,2029.12,1639.62,2125.59,1801,2232.09,1852.73,2355.64,2050.58,2483.61,2170.42,2673.45,2200.11,2791.16,2399.06,2916.97,2505.19,3076.39,2603.05,3314.37,2715.63,3397.22,2993.89,3677.46,3030.09,3681.91,3070.62,3848.1,3235.26,3896.11,3455.79,4153.57,3430.32,4194.91,3817.7,4329.91,3809.31,4837.16,3915.52,4896.29,4168.72,5256.79,4365.43,4874.46,4460.55,5375.64,4555.58,5350.59,4571.31,5598.51,4960.96,5813.11,5014.19,5813.68,5142.47,6147.71,5395.58,6278.93,5382.02,6085.23,5536.57,6619.54,5698.06,6687.24,5843.61,7293.39,6000.04,6715.85,6081.74,7436.44,6467.89,7393.93,6585.51,7682.97,6390.57,7847.39,6726.41,7818.54,6881.9,8184.09,7336.08,8334.36,7368.78,8610.56,7311.19,8300.06,7472.32,8492.43,7645.19,8891.1,7877.18,8881.1,7866.05,9258.83,8146.33,9317.55,8305.45,9250.37,8360.89,9697.99,8613.95,9683.7,8848.97,10026.7,9083.93,9926.53,8740.27,10323.4,8941.38,10531.1,9179.49,10195.1,9530.43,10218.2,9644.68,11042.6,9492.52,10678.8,9904.33,11334.4,10236.4,11384.6,10021.4,11000.9,10512.3,11350.7,10739,11998.4,10232.2,12038.9,10669.1,12245,11185.9,12320.8,10719.3,12209,11179.4,12364.8,10544.9
561.853,1.14377e-06,1.09658e-08,0.00269448,0.0512833,0.0828931,0.340064,0.672906,1.28051,2.74395,3.59204,7.19378,7.67219,15.3433,14.9257,27.6427,24.589,49.1166,19.2152,70.719,58.4166,99.8126,80.3845,138.351,107.447,179.195,144.937,229.2,182.321,279.904,225.609,347.704,278.138,413.295,334,482.31,410.047,564.449,449.774,622.083,544.801,789.552,602.761,873.516,679.066,918.527,739.045,1042.66,852.376,1119.49,935.31,1270.88,1063.15,1405.53,1132.98,1517.56,1250.94,1603.63,1355.86,1709.22,1390.33,1887.95,1295.82,2016.09,1674.36,2131.9,1784.14,2262.65,1880.62,2454.2,2100.59,2531.36,2177.26,2741.2,2241.28,2868.03,2414.41,3090.04,2527.99,3104.96,2655.68,3331.48,2777.97,3320.75,2912.86,3639.32,3014.22,3784.95,3198.42,3797.86,3219.72,4044.93,3459.96,4137.26,3592.75,4302.58,3591.17,4466.11,3930.48,4597.56,4020.71,4628.13,4120.08,5140.63,4453.84,5125.96,4287.21,5371.15,4564.99,5319.09,4825.4,5568.34,5055.41,5529.43,5102.54,5876.35,5235.37,6081.93,5324.81,6310.71,5348.27,6230.81,5707.98,6501.58,5752.61,6800.67,5906.52,7144.55,5963.35,7185.68,6130.19,7272.56,6332.6,7443.52,6393.39,7839.66,6601.19,7704.87,6472.12,8234.25,6808.11,7789.87,7075.04,8137.48,7312.02,8489,7488.15,8725.08,7310.09,9019.13,7629.52,8900.14,7850.21,8852.41,7930.16,9244.62,7832.21,9362.26,8286.56,9602.73,8141.73,9682.25,8572.1,9874.66,8717.88,10040.7,8952.4,9873.54,9013.49,10201.1,9418.98,10504.8,9377.17,10687.1,9312.43,10492.1,9324.85,10401.9,9678.71,10669.5,10161.5,10867,10207.7,11442.1,10052.2,11617.1,10267.8,11621,10212.7,12185.5,10587.8,11305.6,10822.3,12017.4,10691.8,11913.4,11443.8,12063.5,11542.8,12630.8,10243
562.78,1.24311e-06,1.18221e-08,0.00273375,0.0526191,0.0823484,0.34295,0.658426,1.35532,2.62806,3.48463,7.23651,7.78187,15.38,14.5126,27.5801,24.8611,48.1461,19.7299,70.6003,58.8907,99.9779,81.599,143.308,109.633,177.538,145.088,234.306,187.639,285.36,229.853,343.998,268.11,412.264,339.407,494.858,398.641,568.003,463.997,650.55,524.448,727.955,612.592,851.224,679.428,944.033,744.494,1034.2,829.993,1147.3,925.703,1284.15,997.49,1434.21,1104.46,1542.53,1240.67,1608.3,1381.35,1795.03,1503.39,1830.2,1307.97,2042.75,1704.38,2115,1740.21,2305.62,1946.41,2328.91,2034.66,2538.59,2146.53,2653.72,2243.31,2807.19,2363.93,3040.28,2456.7,3041.42,2615.08,3346.92,2716.88,3306.68,2911.06,3633.91,3044.24,3623.68,3269.84,3836.42,3301.63,4013.76,3528.88,4198.04,3520.03,4342.63,3715.71,4477.71,3967.17,4578.85,3911.62,4785.46,4094.22,4906.36,4382.4,5072.86,4335.05,5230.84,4610.8,5411.22,4635.32,5549.51,5020.22,5668.12,4792.49,6027.47,5147.49,6101.05,5364.88,6107.67,5387.61,6318.73,5688,6697.35,5793.1,6813.26,6028.99,7039.03,5915.88,7000.98,6237.09,7159.3,6278.82,7160.68,6612.96,7801.68,6509.16,8071.15,6508.62,7917.92,6769.68,8072.74,7008.71,8179.63,7013.9,8715.33,7397.46,8339.93,7505.59,8662.19,7849.01,8773.69,7635.35,8957.79,7839.38,9458.78,8015.74,9381.52,8134.61,9604.37,8277.28,9458.61,8565.19,9645.74,8715.11,10082.9,8910.55,10096.9,8823.13,10265.4,9237.3,9977.18,9427.2,10044.9,9688.43,10819.3,9561.98,10826.3,9824.07,11140.9,9884.71,11386.9,9915.56,11565.9,10312,11732.4,10390.5,11894.6,9982.91,11350.9,10177.8,11439.2,11048.9,11777.7,11010.4,12142.5,10887.2,12323.2,11093,12646.8,10359.3
563.707,1.27931e-06,1.20272e-08,0.00281705,0.0528758,0.0878155,0.367696,0.69038,1.34493,2.71761,3.57302,7.191,7.59879,15.7161,15.1816,28.5184,25.0123,50.1229,20.5334,72.5041,58.348,102.582,83.4815,138.061,106.725,181.804,143.565,235.895,188.21,294.073,232.999,339.838,268.957,411.829,341.712,495.911,395.903,583.183,445.43,679.381,525.946,751.028,609.924,863.043,671.205,936.207,796.586,1077.34,869.262,1136.91,966.453,1289.06,1064.71,1324.08,1155.41,1530.04,1262.33,1629.09,1280.56,1726.76,1485.24,1874.11,1356.43,2001.3,1653.33,2174.57,1821.32,2266.8,1931.71,2363.48,2081.12,2455.87,2119.47,2716.65,2237.8,2822.26,2408.97,2917.28,2502.09,3146.51,2566.38,3334.78,2730.14,3427.27,3030.95,3629.99,3016.7,3695.58,3219.86,3999.95,3343.93,4092.55,3423.27,4120.93,3470.56,4417.32,3639.58,4566.6,3973.5,4637.08,4000.32,4762.94,4205.65,4918.48,4376.12,4857.33,4399.4,5231.08,4558.85,5417.19,4713.45,5423.6,4934.59,5657.54,5037.57,5785.51,5101.71,6289.34,5165.57,6371.74,5402.26,6442.11,5558.88,6560.02,5614.97,6766.52,5884.54,6663.46,6007.27,7110.83,6237.56,7134.96,6330.33,7441.37,6569.48,7386.66,6473.05,7830.99,6982.12,8063.02,6853.2,8092.47,6864.49,8127.58,7161.64,8630.65,7295.74,8533.88,7460.45,8883.77,7811.44,8608.54,7846.91,9011.23,7836.83,9357.91,7915.12,9004.04,7961.17,9442.03,8336.68,9356.63,8515.42,9464.62,8581.13,10399.3,9028.95,10237.4,8778.49,10171.8,9069.79,10464.2,9280.56,10532.5,9464.43,10799.6,9385.44,11066.7,9598.33,10852.1,9440.92,11610.5,9845.27,11076.4,10444.7,11180.2,10422.1,11439.6,10569.7,11570.6,10606.9,12120,10904.5,11925.3,10794.1,12629.6,11130.5,12240.8,10843.7,12632.7,10355.6
564.633,1.35854e-06,1.30988e-08,0.002958,0.0553355,0.0869169,0.373855,0.688921,1.36386,2.62552,3.5095,7.41258,8.03658,15.2739,14.3996,28.823,24.9311,49.0484,20.8296,69.8288,58.4124,98.2927,85.9548,142.129,112.747,179.385,143.606,222.672,188.997,276.405,236.648,357.999,280.73,414.931,341.959,505.473,390.944,582.451,477.112,661.243,536.707,774.265,614.814,857.952,700.954,972.218,785.563,1031.17,840.201,1178.68,953.32,1304.27,1026.25,1401.34,1136.21,1491.26,1232.8,1616.58,1355.01,1810.37,1378.38,1918.25,1375.42,2016.86,1689.75,2150.45,1827.41,2358.66,1869.4,2468.39,1992.37,2491.56,2212.05,2640.03,2249.68,2863.25,2362.62,3037,2397.18,3167.44,2644.24,3312.91,2766.68,3445.91,2886.37,3596.48,2974.17,3527.08,3180.28,3952.19,3345.77,4024.31,3509.28,4120.7,3613.83,4216.42,3643.02,4496.95,3761.53,4660.3,4195.92,4776.57,4191.14,4885.74,4440.06,5029.03,4540.85,5127.43,4625.24,5500.78,4787.19,5479.15,4766.32,5920,5219,6101.29,5083.83,6247.9,5322.19,6243.16,5500.82,6327.63,5707.25,6816.03,5937.18,6976.47,6106.07,7005.36,6387.96,7167.6,6033.47,7397.67,6472.72,7473.61,6432.48,7760.69,6619.98,7818.89,7009.9,7753.75,6803.09,7888.01,7033.02,8267.73,7395.47,8877.5,7471.99,8494.88,7418.73,8704.3,7598.97,8773.8,7768.3,8838.03,8086.95,9467.7,8082.9,9355.76,8215.81,9895.11,8363.84,9823.49,8651.13,9729.34,8582.26,10490.6,8751.39,10141.8,8828.58,10564.8,9201.08,10273.5,9328.02,10495.7,9320.65,10725.9,9569.08,10430.6,10105.4,10870.9,9424.14,11356.4,9988.56,11029.7,10139.8,11515.3,10129.6,11542,10368.8,11229,10534.4,11898,10892.9,12308.1,11144.8,11977.1,10748.2,12340.1,11116.5,12452.9,10202.5
565.56,1.414e-06,1.31077e-08,0.00300721,0.0537138,0.0884825,0.364871,0.690916,1.34671,2.69309,3.53967,7.37931,7.76798,15.3238,14.6726,29.2246,25.6836,51.6185,20.6515,70.6999,60.8753,102.599,83.555,138.482,114.863,181.052,146.421,243.579,188.785,288.889,237.51,342.126,277.466,418.215,347.792,490.122,400.508,578.636,464.137,667.899,564.58,738.377,604.937,874.908,703.911,958.464,772.91,1052.89,868.781,1110.9,935.086,1254.33,1057.72,1376.54,1073.34,1526.99,1247.85,1575.47,1347.07,1749.37,1479.11,1847.31,1321.49,1962.16,1724.84,2149.22,1829.37,2329.17,1883.91,2446.58,2094.03,2466.7,2157.23,2763.85,2284.53,2791.4,2366.12,3028.06,2597.17,3144.99,2660.21,3388.43,2803.53,3508.86,2976.36,3482.81,2953.88,3722.87,3259.4,3835.49,3382.66,3984.65,3530.18,4232.7,3563.95,4279.13,3794.99,4541.46,3873.71,4756.35,3890.44,4867.22,4232.88,4828.29,4196.88,5191.63,4543.63,5422.53,4559.58,5563.72,4757.67,5735.88,5050.66,5710.02,4939.02,5981.41,5084.07,6375.77,5244.01,6097.13,5625.9,6337.31,5507.92,6525.78,5667.74,6791.17,5986.97,7029.78,5865.71,7069.29,6298.96,7294.55,6400.38,7234.27,6398.58,7791.51,6680.43,7828.33,6801.57,7770.43,6819.77,7974.5,7003.11,8207.73,7332.59,8324.58,7237.67,8556.82,7550.27,8656.53,7723.39,8677.08,7727.64,8865.09,7715.6,9624.86,8039.56,9020.24,7805.78,9680.59,8680.63,9620.59,8406.09,9209.66,8713.59,10281.5,8893.94,9813.03,8806.13,9947.16,9215.36,10341.3,9235.78,10404.2,9581.1,10669.7,9664.84,10626.1,9567.9,11037.5,9452.06,11165.5,9775.39,11207.3,9797.32,11448.5,10193.2,11687.6,10605.6,11957.8,10482.4,12201,10614.3,12087.3,11087.5,12274.1,10708.2,12262.1,11184.8,13243.8,10440.6
566.486,1.48883e-06,1.40745e-08,0.0030694,0.0559352,0.0919728,0.369565,0.712755,1.34988,2.83263,3.73302,7.54794,7.93617,15.4898,15.2813,29.0751,25.2998,52.939,20.5361,70.8444,59.5037,102.304,83.266,139.082,109.459,182.694,149.09,243.67,189.323,281.451,231.217,351.295,278.038,425.002,344.047,504.273,387.482,577.878,474.246,689.472,556.511,729.293,627.644,852.364,685.273,940.719,767.626,1034.28,834.113,1178.7,973.773,1234.31,1079.59,1401.6,1159.76,1441.18,1277.45,1669.79,1346.55,1765.74,1459.21,1916.67,1303.53,1985.67,1693.8,2107.22,1796.42,2292.83,1963.62,2423.71,2027.52,2676.78,2138.19,2769.32,2271.94,2790.74,2461.99,3082.65,2558.74,3109,2586.8,3319.35,2742.63,3370,2943.65,3601.51,3023.43,3687.13,3141.07,3957.62,3396.17,4048.34,3375.28,4122.77,3675.56,4370.11,3687.12,4433.73,3878.78,4681.53,4057.69,4995.66,4143.18,4965.39,4306.46,5000.89,4676.49,5221.5,4545.86,5528.37,4774,5515.07,4776.03,5889.44,4953.69,5817.05,5222.17,6128,5271.3,6112.17,5638.28,6329.53,5675.07,6571.02,5821.99,6960.28,5833.57,6731.05,5823.06,7100.95,6057.8,7143.98,6210.77,7442.33,6747.94,7731.28,6841.1,7934.35,6611.75,7945.95,6677.45,8134.66,7291.68,8218.41,7402.26,8900.28,7657.66,8549.21,7466.7,8623.44,7634.91,8910.86,7614.33,8703.97,7992.98,9023.57,7816.99,9278.13,7952.51,9298.84,8428.56,9715.84,8662.17,9841.65,9024.32,9798.68,9370.13,10141.3,8980.77,10255.1,9066.76,10210.9,9655.25,10804.1,9605.39,10922.5,9437.97,10712.8,10086,11469.2,9780,10931.7,10206.9,11728,10048.2,11616.8,10022.3,11650.9,10562.1,11793.4,10564.3,11961.9,10747.7,12289.3,10754.4,11868.9,11263.7,12137,11366.3,12747.1,10376.9
567.413,1.51209e-06,1.44547e-08,0.0030112,0.0558511,0.0929212,0.380373,0.721884,1.45256,2.82748,3.70242,7.53409,7.89325,16.4094,14.6342,29.7583,24.9755,52.3873,20.868,73.076,60.141,105.391,84.7379,141.839,114.001,186.512,146.898,239.607,196.357,296.022,231.313,359.785,286.73,432.742,346.222,501.208,413.09,596.966,471.125,701.49,557.457,741.156,619.737,842.054,716.424,946.589,802.055,1066.64,864.44,1155.73,974.062,1301.66,1075.4,1390.95,1132.19,1527.93,1241.95,1609.24,1365.18,1706.31,1452.22,1920.95,1348.06,2066,1653.47,2170.22,1783.22,2274.28,1879.82,2406.96,2015.1,2530.01,2146,2825.4,2359.33,2853.49,2400.19,2980.55,2465.34,3221.25,2675.67,3286.47,2828.52,3554.87,2930.33,3587,3066.1,3726.53,3203.56,3850.18,3348.07,4066.95,3469.51,4254.29,3669.97,4283.98,3751.35,4447.47,3912.75,4792.29,3903.76,4760.27,4212.33,4914.18,4340.57,5013.49,4486.11,5242.02,4752.26,5410.58,4745.09,5407.53,4926.27,5550.97,5132.61,6085.47,5116.92,6069.89,5473.74,6308.79,5356.36,6291.43,5345.7,6829.92,5847.77,7183.67,5870.09,6974.77,6293.73,7249.68,6088.79,7252.74,6508.82,7292.05,6414.7,8085.08,6323.59,7913.22,6705.32,7756.01,6884.91,7772.79,7011.3,8045.03,7284.16,8738.4,7324.86,8594.23,7416.51,8585.17,7810.15,8832.86,7667.09,9107.5,8115.07,9140.09,8243.54,9244.89,8395.04,9579.23,8140.19,9320.89,8592.15,9744.87,8616.93,9855.08,8618.77,10079.7,9107.05,10033.8,9165.89,10403.9,9480.84,10791.8,9560.35,10505.7,9649.02,10660.1,9932.4,10873.2,9800.15,11185.8,9914.04,11404.8,9741.58,11624.9,9896.47,11685.6,10387,11766.5,10493,12303.9,10408.9,12169,11411.2,12393.9,11111.4,12751.7,10985.8,12265.5,10449
568.34,1.55095e-06,1.49804e-08,0.00322418,0.0562259,0.0938957,0.376231,0.717438,1.43262,2.79533,3.74111,7.59346,7.90657,16.5976,15.1987,29.5306,26.1222,51.4456,21.0565,72.184,60.4144,106.972,82.2869,144.048,113.753,186.388,149.961,228.606,190.468,311.165,247.798,356.236,280.791,434.872,339.871,516.001,399.889,561.164,466.961,667.532,540.701,784.114,626.161,899.864,680.32,926.308,801.286,1043.11,904.09,1159.35,962.869,1295.24,1073.9,1399.12,1131.29,1506.33,1243.15,1615.97,1356.33,1795.79,1419.22,1939.74,1358.37,2013.38,1681.24,2241.24,1766.31,2311.4,1929.01,2315.73,2057.74,2519.29,2216.04,2698.46,2321.63,2838.27,2509.81,2999.27,2628.44,3171.42,2652.6,3327.62,2735.83,3306.64,3005.2,3528.84,2925.66,3648.96,3139.72,3923.89,3416.31,4010.88,3523.81,4325.94,3587.57,4422.37,3653.11,4537.53,3906.5,4533.8,3900.94,4675.4,4351.09,4918.28,4333.08,5155.34,4486.32,5308.56,4626.19,5279.1,4775.57,5669.18,4867.61,5716.39,5115.2,5821.03,5113.31,5908.52,5614.28,6408.73,5599.84,6272.01,5408.5,6660.01,5877.97,6841.38,5987.69,6793.38,5952.82,7106.85,6228.5,7145.79,6325.52,7534.21,6215.31,7802.36,6645.62,7796.71,6856,7709.89,6823.38,7951.84,6877.38,7908.21,7215.17,8294.82,7358.99,8540.43,7724.56,8661.63,7658.28,8920.03,7818.65,8854.62,7870.92,9066.39,8352.17,9490.54,8356.13,9599.54,8318.61,9193.04,8391.39,9747.33,8562.49,10214.6,8602.93,10298,9055.9,9923.75,9113,10605.2,9203.91,10393.5,9781.27,10679.2,9308.63,10789.8,9405.58,11186,9556.42,11320.8,9733.79,11241.4,10240.3,11511.6,10366.3,11800.3,10379.3,11797.7,10511.3,11993.7,10555.4,11702.1,10920.5,12532.9,10943.1,12648.6,11153,12493.7,9761.34
