# times = 0 0.4 0.8 1.2 1.6 2 2.4 2.8 3.2 3.6 4 4.4 4.8 5.2 5.6 6 6.4 6.8 7.2 7.6 8 8.4 8.8 9.2 9.6 10 10.4 10.8 11.2 11.6 12 12.4 12.8 13.2 13.6 14 14.4 14.8 15.2 15.6 16 16.4 16.8 17.2 17.6 18 18.4 18.8 19.2 19.6 20
# synthetic EXPERIMENTAL spectra: wavelength_nm, then intensity per time (us)
# generated from sample_Tseries_diffusion.csv through R=15 um, 2% noise
560,7.93381,0.02244,0.000141556,10.4702,0.353905,182.98,11.2038,1.05707,99.5615,12.8236,511.496,68.3621,12.8604,262.168,54.7742,881.844,181.62,47.9287,484.636,136.491,1228.46,317.406,108.897,765.866,243.916,1735.21,501.116,202.038,1049.11,396.671,2061.64,732.113,311.972,1322.69,558.942,2518.19,968.089,435.012,1625.69,722.996,2784.49,1217.14,591.063,1985.41,935.945,3326.56,1465.05,775.005,2383.41,1163.73,3692.24
560.962,8.20227,0.0221906,0.000152031,10.282,0.373534,183.085,11.6825,1.08246,95.7346,12.405,502.864,71.2572,13.5772,276.69,55.3516,871.75,181.619,47.1523,489.385,131.232,1257.22,325.93,110.372,765.709,241.038,1603.71,505.679,201.539,1056.61,387.88,2115.7,708.742,312.159,1364.06,552.712,2441.58,955.426,446.702,1653.68,727.347,2826,1176.38,610.518,1960.36,925.737,3264.19,1461.26,786.531,2323.04,1159.24,3683.23
561.925,8.23894,0.0223016,0.000151789,10.7594,0.367446,187.058,11.4859,1.10335,95.1638,12.4274,490.913,72.5569,13.2735,265.557,55.0647,879.909,176.056,47.5705,483.5,134.322,1220.6,331.427,109.342,784.656,250.02,1649.22,515.442,196.834,1053.83,388.251,2096.05,713.211,301.309,1355.6,562.929,2414.28,974.28,449.725,1644.46,752.665,2867.98,1207.01,583.314,1971.72,949.426,3282.33,1472.72,761.248,2282.62,1138.53,3673.18
562.887,8.01625,0.0232822,0.000150619,10.8878,0.378842,184.35,11.7478,1.10671,97.106,12.6423,511.402,69.459,13.1995,263.851,56.3252,884.54,178.153,48.557,492.817,139.537,1297.62,335.672,110.108,737.079,236.946,1688.88,513.579,200.274,1038.05,410.638,2094.57,738.556,309.785,1366.39,555.739,2483.79,938.909,443.621,1675.67,748.077,2779.77,1224.14,632.554,1931.17,940.949,3285.25,1468.03,793.791,2354.46,1133.34,3610.99
563.849,8.10736,0.0236959,0.000161,11.0336,0.367945,198.243,11.9341,1.1628,100.575,12.5792,500.309,70.4356,13.6039,276.893,54.0728,891.311,174.96,47.4457,496.501,139.019,1256.5,333.001,109.002,754.174,247.687,1689.08,537.639,201.787,1036.38,399.853,2033.08,746.447,318.113,1375.71,573.624,2440.35,940.746,450.612,1705.72,729.546,3003.56,1214.18,599.867,1996.88,946.952,3289.47,1502.48,768.91,2270.45,1130.7,3633.66
564.812,8.1265,0.0240418,0.000162398,10.9207,0.384524,187.879,11.9246,1.14209,102.927,12.8409,510.815,71.5153,13.4289,274.466,54.3178,885.628,184.123,50.8827,490.64,136.733,1280.14,340.619,115.394,764.202,255.707,1601.45,514.589,201.231,1028.87,396.86,2034.2,739.457,308.673,1305.18,566.854,2472.95,1002.52,461.788,1642.72,737.361,2986.41,1198.16,617.887,1959.22,977.437,3119.25,1466.16,764.544,2345.15,1184.71,3673.3
565.774,8.36464,0.0251207,0.000171076,11.2508,0.382506,187.468,11.7445,1.15506,106.245,12.9304,497.975,72.3101,13.995,277.627,55.0677,867.027,183.287,50.8087,502.988,137.412,1226.83,329.637,116.003,766.653,252.773,1624.39,517.489,206.741,1047.61,389.55,2033.38,740.287,314.857,1361.43,558.948,2483.38,979.963,466.3,1664.55,746.941,2951.11,1228.98,603.926,2023.09,961.001,3223.38,1426.68,793.551,2325.31,1176.12,3732.93
566.736,8.31843,0.0259266,0.000170371,11.3752,0.387454,188.371,12.4052,1.15007,104.364,12.828,508.055,70.6122,14.1863,281.515,57.3566,870.865,183.552,49.1188,488.128,136.466,1266.39,329.519,113.884,749.184,258.593,1653.07,505.265,204.857,1033.02,399.155,2108.46,728.773,316.5,1337.45,591.627,2588.56,949.44,457.324,1671.1,743.006,2926.97,1247.03,620.949,1920.13,972.694,3410.79,1510.46,797.885,2292,1187.07,3592.59
567.699,8.5105,0.0252822,0.000182792,10.9139,0.385146,186.873,12.259,1.20379,98.8143,13.0365,488.533,72.6753,14.3569,277.652,58.4411,877.264,184.569,50.4166,484.663,137.408,1255,343.276,111.668,731.128,254.005,1630.07,542.135,198.419,1017.15,399.499,2112.72,767.185,323.864,1363.35,559.732,2515.34,940.967,437.55,1663.3,757.544,2930.43,1277.61,607.458,2022.59,930.692,3290.01,1502.61,797.493,2338.48,1154.98,3804.15
568.661,8.13089,0.0262957,0.000180989,11.5518,0.423189,182.058,12.2535,1.16932,97.5943,13.2926,509.657,70.8287,13.8742,279.357,58.53,868.806,184.589,52.5548,498.242,138.813,1283.73,331.016,114.84,753.644,257.515,1634.79,525.295,206.937,1060.94,397.023,2018.62,733.907,316.193,1337.54,543.494,2482.54,971.979,467.033,1659.93,754.949,2863.29,1255.68,615.895,1932.76,975.226,3375.7,1476.76,773.564,2370.66,1185.79,3666.15
569.623,8.76682,0.026874,0.000189822,11.3521,0.409966,190.979,12.5275,1.16901,103.088,13.4194,491.012,68.3513,14.2569,264.307,58.1823,867.556,184.419,51.6018,487.789,143.892,1281.56,337.049,120.711,748.368,255.745,1649.06,524.673,202.724,1060.36,411.93,2008.51,743.238,312.239,1401.77,571.294,2474.54,955.833,478.804,1590.64,765.818,2864.65,1187.13,590.008,1998.32,951.821,3246.84,1487.01,813.284,2350.21,1213.55,3752.43
