# times = 0 0.2 0.4 0.6 0.8 1 1.2 1.4 1.6 1.8 2 2.2 2.4 2.6 2.8 3 3.2 3.4 3.6 3.8 4 4.2 4.4 4.6 4.8 5 5.2 5.4 5.6 5.8 6 6.2 6.4 6.6 6.8 7 7.2 7.4 7.6 7.8 8 8.2 8.4 8.6 8.8 9 9.2 9.4 9.6 9.8 10 10.2 10.4 10.6 10.8 11 11.2 11.4 11.6 11.8 12 12.2 12.4 12.6 12.8 13 13.2 13.4 13.6 13.8 14 14.2 14.4 14.6 14.8 15 15.2 15.4 15.6 15.8 16 16.2 16.4 16.6 16.8 17 17.2 17.4 17.6 17.8 18 18.2 18.4 18.6 18.8 19 19.2 19.4 19.6 19.8 20
# radius_um, T[K] per time (us); 10um-FWHM pulses every 1us + strong diffusion
0,3119.49,2253.08,1793.98,1509.64,1316.23,3995.63,3023.08,2480.78,2129.46,1880.97,4514.29,3502.6,2926.66,2546.11,2271.99,4882.65,3850.78,3256.76,2859.91,2571.03,5168.24,4124.09,3518.8,3111.58,2813.11,5401.45,4349.04,3736.06,3321.66,3016.47,5598.5,4540.17,3921.61,3501.94,3191.78,5769.1,4706.31,4083.52,3659.83,3345.84,5919.52,4853.25,4227.14,3800.28,3483.25,6054.02,4984.96,4356.18,3926.75,3607.25,6175.65,5104.31,4473.32,4041.78,3720.23,6286.66,5213.41,4580.59,4147.26,3823.99,6388.75,5313.89,4679.5,4244.66,3919.92,6483.25,5407.01,4771.28,4335.12,4009.12,6571.22,5493.77,4856.87,4419.58,4092.47,6653.49,5574.99,4937.06,4498.78,4170.69,6730.76,5651.33,5012.5,4573.33,4244.38,6803.6,5723.35,5083.71,4643.75,4314.03,6872.49,5791.51,5151.14,4710.47,4380.06,6937.84,5856.19,5215.17,4773.87,4442.83,7000
0.267559,3113.9,2250.39,1792.41,1508.61,1315.5,3989.5,3019.97,2478.88,2128.16,1880.02,4507.97,3499.34,2924.62,2544.69,2270.93,4876.23,3847.43,3254.64,2858.42,2569.91,5161.77,4120.69,3516.64,3110.05,2811.95,5394.93,4345.61,3733.86,3320.09,3015.28,5591.96,4536.71,3919.38,3500.35,3190.56,5762.54,4702.83,4081.28,3658.22,3344.61,5912.94,4849.75,4224.88,3798.66,3482,6047.43,4981.46,4353.91,3925.12,3606,6169.05,5100.79,4471.05,4040.13,3718.97,6280.05,5209.89,4578.3,4145.61,3822.72,6382.14,5310.36,4677.21,4243,3918.65,6476.63,5403.47,4768.98,4333.46,4007.84,6564.59,5490.23,4854.56,4417.91,4091.18,6646.86,5571.44,4934.75,4497.1,4169.4,6724.12,5647.78,5010.19,4571.65,4243.08,6796.96,5719.79,5081.39,4642.07,4312.73,6865.85,5787.94,5148.82,4708.79,4378.75,6931.2,5852.63,5212.85,4772.18,4441.52,6993.35
0.535117,3097.19,2242.37,1787.71,1505.53,1313.33,3971.18,3010.7,2473.18,2124.27,1877.17,4489.08,3489.57,2918.5,2540.43,2267.76,4857.05,3837.41,3248.29,2853.95,2566.54,5142.42,4110.52,3510.15,3105.44,2808.46,5375.47,4335.32,3727.27,3315.4,3011.7,5572.41,4526.34,3912.72,3495.59,3186.93,5742.93,4692.41,4074.56,3653.41,3340.92,5893.29,4839.29,4218.12,3793.8,3478.28,6027.74,4970.95,4347.11,3920.22,3602.24,6149.33,5090.26,4464.22,4035.21,3715.18,6260.3,5199.33,4571.45,4140.66,3818.91,6362.36,5299.78,4670.34,4238.04,3914.82,6456.84,5392.87,4762.09,4328.48,4003.99,6544.78,5479.62,4847.66,4412.92,4087.32,6627.03,5560.82,4927.84,4492.1,4165.53,6704.29,5637.14,5003.26,4566.63,4239.2,6777.11,5709.14,5074.45,4637.04,4308.83,6845.99,5777.28,5141.87,4703.75,4374.85,6911.33,5841.96,5205.89,4767.13,4437.61,6973.48
0.802676,3069.57,2229.06,1779.91,1500.41,1309.71,3940.86,2995.31,2463.72,2117.8,1872.43,4457.82,3473.38,2908.35,2533.35,2262.49,4825.32,3820.79,3237.75,2846.53,2560.95,5110.4,4093.63,3499.36,3097.79,2802.67,5343.26,4318.26,3716.32,3307.59,3005.76,5540.06,4509.16,3901.65,3487.67,3180.88,5710.48,4675.12,4063.4,3645.4,3334.79,5860.75,4821.93,4206.89,3785.72,3472.08,5995.14,4953.53,4335.82,3912.09,3595.99,6116.68,5072.79,4452.88,4027.04,3708.89,6227.61,5181.82,4560.07,4132.45,3812.58,6329.64,5282.23,4658.92,4229.79,3908.45,6424.08,5375.29,4750.64,4320.2,3997.6,6512,5462.01,4836.19,4404.61,4080.9,6594.22,5543.19,4916.34,4483.77,4159.08,6671.46,5619.49,4991.74,4558.28,4232.73,6744.26,5691.47,5062.92,4628.67,4302.35,6813.13,5759.6,5130.32,4695.37,4368.36,6878.45,5824.26,5194.33,4758.74,4431.1,6940.58
1.07023,3031.36,2210.58,1769.06,1493.27,1304.67,3898.9,2973.93,2450.56,2108.78,1865.83,4414.53,3450.87,2894.21,2523.48,2255.13,4781.37,3797.69,3223.08,2836.17,2553.16,5066.04,4070.16,3484.35,3087.13,2794.58,5298.63,4294.54,3701.08,3296.71,2997.47,5495.25,4485.26,3886.24,3476.63,3172.44,5665.53,4651.09,4047.85,3634.24,3326.23,5815.69,4797.79,4191.24,3774.46,3463.43,5949.98,4929.3,4320.09,3900.75,3587.26,6071.45,5048.49,4437.08,4015.63,3700.1,6182.32,5157.46,4544.22,4120.99,3803.74,6284.29,5257.83,4643.02,4218.28,3899.56,6378.7,5350.85,4734.7,4308.65,3988.67,6466.57,5437.52,4820.21,4393.03,4071.94,6548.77,5518.67,4900.33,4472.16,4150.09,6625.97,5594.94,4975.71,4546.64,4223.72,6698.75,5666.9,5046.86,4617.01,4293.31,6767.59,5735.01,5114.24,4683.68,4359.29,6832.9,5799.64,5178.23,4747.03,4422.02,6895.01
1.33779,2983,2187.09,1755.22,1484.16,1298.22,3845.74,2946.72,2433.76,2097.26,1857.37,4359.68,3422.21,2876.16,2510.87,2245.71,4725.66,3768.27,3204.34,2822.94,2543.18,5009.82,4040.27,3465.18,3073.49,2784.23,5242.07,4264.33,3681.61,3282.8,2986.86,5438.44,4454.81,3866.55,3462.51,3161.63,5608.53,4620.47,4028,3619.96,3315.28,5758.55,4767.03,4171.26,3760.06,3452.35,5892.73,4898.44,4300,3886.25,3576.09,6014.1,5017.54,4416.91,4001.04,3688.85,6124.9,5126.43,4523.97,4106.33,3792.42,6226.81,5226.73,4622.71,4203.56,3888.18,6321.15,5319.7,4714.34,4293.88,3977.24,6408.98,5406.33,4799.8,4378.22,4060.47,6491.13,5487.43,4879.88,4457.3,4138.58,6568.29,5563.67,4955.22,4531.75,4212.17,6641.04,5635.59,5026.34,4602.09,4281.73,6709.85,5703.67,5093.69,4668.73,4347.69,6775.13,5768.28,5157.65,4732.06,4410.39,6837.22
1.60535,2925.06,2158.76,1738.48,1473.12,1290.39,3781.96,2913.88,2413.42,2083.28,1847.11,4293.84,3387.61,2854.29,2495.56,2234.27,4658.78,3732.73,3181.64,2806.87,2531.05,4942.32,4004.16,3441.95,3056.94,2771.65,5174.14,4227.83,3658.02,3265.9,2973.96,5370.21,4418.03,3842.69,3445.36,3148.5,5540.08,4583.48,4003.94,3602.62,3301.96,5689.92,4729.87,4147.04,3742.57,3438.89,5823.97,4861.14,4275.66,3868.63,3562.51,5945.22,4980.13,4392.46,3983.33,3675.16,6055.92,5088.93,4499.43,4088.53,3778.65,6157.75,5189.16,4598.09,4185.69,3874.35,6252.03,5282.06,4689.65,4275.95,3963.35,6339.8,5368.63,4775.06,4360.22,4046.52,6421.89,5449.68,4855.09,4439.26,4124.58,6499.01,5525.87,4930.39,4513.67,4198.13,6571.72,5597.76,5001.47,4583.96,4267.66,6640.49,5665.79,5068.78,4650.57,4333.58,6705.74,5730.38,5132.71,4713.87,4396.25,6767.79
1.87291,2858.19,2125.83,1718.94,1460.21,1281.23,3708.25,2875.65,2389.66,2066.91,1835.07,4217.71,3347.31,2828.74,2477.62,2220.85,4581.42,3691.33,3155.09,2788.04,2516.82,4864.21,3962.08,3414.78,3037.54,2756.89,5095.55,4185.29,3630.42,3246.1,2958.82,5291.26,4375.16,3814.78,3425.26,3133.08,5460.87,4540.35,3975.79,3582.29,3286.32,5610.5,4686.55,4118.7,3722.06,3423.08,5744.38,4817.67,4247.17,3847.98,3546.56,5865.5,4936.52,4363.84,3962.55,3659.1,5976.09,5045.22,4470.71,4067.65,3762.49,6077.82,5145.35,4569.28,4164.72,3858.1,6172.02,5238.17,4660.77,4254.91,3947.03,6259.71,5324.67,4746.11,4339.12,4030.13,6341.75,5405.66,4826.08,4418.1,4108.14,6418.82,5481.8,4901.32,4492.46,4181.64,6491.47,5553.64,4972.36,4562.71,4251.12,6560.2,5621.63,5039.63,4629.28,4317.01,6625.41,5686.18,5103.53,4692.54,4379.64,6687.43
2.14047,2783.15,2088.56,1696.73,1445.48,1270.75,3625.38,2832.31,2362.6,2048.23,1821.31,4132.06,3301.58,2799.62,2457.14,2205.5,4494.35,3644.34,3124.84,2766.53,2500.53,4776.3,3914.31,3383.81,3015.36,2739.99,5007.06,4136.99,3598.95,3223.46,2941.49,5202.37,4326.48,3782.95,3402.28,3115.42,5371.67,4491.38,3943.69,3559.05,3268.42,5521.07,4637.35,4086.38,3698.61,3404.98,5654.76,4768.29,4214.67,3824.37,3528.29,5775.72,4886.99,4331.2,3938.8,3640.7,5886.18,4995.56,4437.95,4043.78,3743.98,5987.8,5095.59,4536.42,4140.75,3839.49,6081.91,5188.32,4627.82,4230.85,3928.33,6169.52,5274.74,4713.08,4314.99,4011.37,6251.49,5355.66,4792.99,4393.9,4089.31,6328.49,5431.74,4868.17,4468.2,4162.75,6401.09,5503.53,4939.15,4538.4,4232.19,6469.77,5571.47,5006.38,4604.92,4298.02,6534.93,5635.97,5070.23,4668.14,4360.61,6596.91
2.40803,2700.76,2047.24,1671.98,1429.02,1259.02,3534.21,2784.16,2332.4,2027.31,1805.86,4037.75,3250.76,2767.09,2434.19,2188.26,4398.45,3592.09,3091.03,2742.42,2482.24,4679.43,3861.18,3349.19,2990.5,2721.01,4909.55,4083.26,3563.77,3198.08,2922.02,5104.4,4272.31,3747.37,3376.52,3095.58,5273.36,4436.89,3907.79,3532.99,3248.3,5422.49,4582.6,4050.24,3672.32,3384.63,5555.96,4713.33,4178.33,3797.88,3507.76,5676.75,4831.87,4294.7,3912.15,3620.02,5787.06,4940.3,4401.31,4017,3723.17,5888.56,5040.2,4499.67,4113.86,3818.57,5982.56,5132.83,4590.96,4203.87,3907.32,6070.08,5219.16,4676.14,4287.92,3990.27,6151.96,5300,4755.97,4366.75,4068.15,6228.89,5376.01,4831.08,4440.99,4141.52,6301.43,5447.74,4902,4511.13,4210.9,6370.06,5515.63,4969.17,4577.6,4276.68,6435.17,5580.07,5032.97,4640.76,4339.22,6497.1
